design_id,dataset_name,latency_average_cycles,resources_lut_used,resources_ff_used,resources_bram_used,resources_dsp_used,PC_0,PC_1
stencil.__PARA__L0-2.__PARA__L1-4.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,30178.0,2970.0,285.0,0.0,0.0,-10.979435,-6.1610384
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-NA.__PIPE__L1-NA.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,30178.0,1240.0,0.0,0.0,0.0,-11.892471,-7.3176017
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-NA.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,30178.0,1240.0,0.0,0.0,0.0,-11.912523,-7.368491
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,2389.0,14804.0,25307.0,1.0,0.0,-3.7749026,0.29952893
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-2.__TILE__L1-1,hlsyn,15688.0,106760.0,141290.0,1.0,0.0,-0.61123705,5.0948305
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,30178.0,1240.0,0.0,0.0,0.0,-11.9565,-7.3498325
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,30178.0,1240.0,0.0,0.0,0.0,-11.879097,-7.327907
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,30178.0,1240.0,0.0,0.0,0.0,-11.922448,-7.299123
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,30178.0,1240.0,0.0,0.0,0.0,-11.867198,-7.299248
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,30178.0,1240.0,0.0,0.0,0.0,-11.963987,-7.321668
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,2389.0,14804.0,25307.0,1.0,0.0,-3.8489301,0.17542225
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-8.__TILE__L1-1,hlsyn,11722.0,155150.0,232951.0,1.0,0.0,0.13100684,6.3800263
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,30178.0,1240.0,0.0,0.0,0.0,-11.875781,-7.308627
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,30178.0,1240.0,0.0,0.0,0.0,-11.9410925,-7.3513575
stencil.__PARA__L0-2.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,30178.0,1240.0,0.0,0.0,0.0,-11.91497,-7.3511786
stencil.__PARA__L0-2.__PARA__L1-8.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,30178.0,3164.0,357.0,0.0,0.0,-10.963928,-6.139856
stencil.__PARA__L0-2.__PARA__L1-8.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,30178.0,3164.0,357.0,0.0,0.0,-10.900975,-6.065098
stencil.__PARA__L0-21.__PARA__L1-16.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,48564.0,1305.0,0.0,2.0,0.0,-9.688934,-8.773979
stencil.__PARA__L0-21.__PARA__L1-2.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-2,hlsyn,60660.0,1309.0,0.0,2.0,0.0,-9.173922,-9.307174
stencil.__PARA__L0-21.__PARA__L1-2.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-2,hlsyn,60660.0,1309.0,0.0,2.0,0.0,-9.104861,-9.340723
stencil.__PARA__L0-21.__PARA__L1-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-NA.__TILE__L0-1.__TILE__L1-2,hlsyn,60660.0,1309.0,0.0,2.0,0.0,-9.125471,-9.322664
stencil.__PARA__L0-21.__PARA__L1-2.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-2,hlsyn,60660.0,1309.0,0.0,2.0,0.0,-9.12056,-9.320586
stencil.__PARA__L0-21.__PARA__L1-4.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-2.__TILE__L1-1,hlsyn,31769.0,142.0,0.0,0.0,0.0,-11.382716,-7.500985
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-NA.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,1237.0,0.0,0.0,0.0,-11.628593,-7.371264
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-NA.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-62,hlsyn,28903.0,1237.0,0.0,0.0,0.0,-11.573152,-7.227039
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-NA.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-8.__TILE__L1-1,hlsyn,149843.0,202.0,0.0,1.0,0.0,-5.9685063,-9.790069
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,2191.0,0.0,0.0,0.0,-11.212425,-6.51107
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-62,hlsyn,28903.0,2191.0,0.0,0.0,0.0,-11.297134,-6.429353
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,1237.0,0.0,0.0,0.0,-11.610987,-7.313931
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-62,hlsyn,28903.0,1237.0,0.0,0.0,0.0,-11.578566,-7.2413154
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-flatten.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,2500.0,44530.0,1138530.0,1.0,0.0,1.7404478,8.640444
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-flatten.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-8.__TILE__L1-1,hlsyn,12689.0,243205.0,693521.0,1.0,0.0,1.4022896,8.395894
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,1237.0,0.0,0.0,0.0,-11.573289,-7.32395
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-62,hlsyn,28903.0,1237.0,0.0,0.0,0.0,-11.6376095,-7.272554
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-62,hlsyn,28903.0,2191.0,0.0,0.0,0.0,-11.24193,-6.4486957
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,1237.0,0.0,0.0,0.0,-11.522594,-7.28069
stencil.__PARA__L0-3.__PARA__L1-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-62,hlsyn,28903.0,1237.0,0.0,0.0,0.0,-11.6252,-7.278579
stencil.__PARA__L0-3.__PARA__L1-16.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,7735.0,2692.0,0.0,1.0,-8.355064,-4.3328357
stencil.__PARA__L0-3.__PARA__L1-16.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,7735.0,2692.0,0.0,1.0,-8.322496,-4.3321447
stencil.__PARA__L0-3.__PARA__L1-2.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,2152.0,0.0,0.0,0.0,-11.22069,-6.410506
stencil.__PARA__L0-3.__PARA__L1-31.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28947.0,15209.0,36074.0,0.0,0.0,-3.302949,0.87355113
stencil.__PARA__L0-3.__PARA__L1-31.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-2,hlsyn,28947.0,15209.0,36074.0,0.0,0.0,-3.384346,0.74723274
stencil.__PARA__L0-3.__PARA__L1-32.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28947.0,17322.0,36778.0,0.0,0.0,-3.3353827,0.88012713
stencil.__PARA__L0-3.__PARA__L1-4.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,2984.0,286.0,0.0,0.0,-11.028785,-6.218261
stencil.__PARA__L0-3.__PARA__L1-4.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,2984.0,286.0,0.0,0.0,-10.9866705,-6.221154
stencil.__PARA__L0-3.__PARA__L1-62.__PIPE__L0-NA.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,1237.0,0.0,0.0,0.0,-11.646671,-7.29852
stencil.__PARA__L0-3.__PARA__L1-62.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,2500.0,44533.0,1138532.0,1.0,0.0,1.631774,8.653799
stencil.__PARA__L0-3.__PARA__L1-62.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,1237.0,0.0,0.0,0.0,-11.49771,-7.247168
stencil.__PARA__L0-3.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,1237.0,0.0,0.0,0.0,-11.582483,-7.2815003
stencil.__PARA__L0-3.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,2500.0,44533.0,1138532.0,1.0,0.0,1.7074162,8.723141
stencil.__PARA__L0-3.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-8.__TILE__L1-1,hlsyn,12689.0,243205.0,693521.0,1.0,0.0,1.4130538,8.341289
stencil.__PARA__L0-3.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,1237.0,0.0,0.0,0.0,-11.474529,-7.20259
stencil.__PARA__L0-3.__PARA__L1-8.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,3169.0,357.0,0.0,0.0,-10.934342,-6.118727
stencil.__PARA__L0-3.__PARA__L1-8.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28903.0,3169.0,357.0,0.0,0.0,-10.852241,-6.0883994
stencil.__PARA__L0-4.__PARA__L1-1.__PIPE__L0-flatten.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,2449.0,138264.0,421160.0,1.0,0.0,0.93188167,7.821841
stencil.__PARA__L0-4.__PARA__L1-1.__PIPE__L0-flatten.__PIPE__L1-off.__PIPE__L2-off.__TILE__L0-8.__TILE__L1-1,hlsyn,12172.0,311445.0,328009.0,1.0,0.0,0.5983223,7.320016
stencil.__PARA__L0-4.__PARA__L1-32.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28628.0,34260.0,86550.0,0.0,0.0,-1.4590855,3.84003
stencil.__PARA__L0-4.__PARA__L1-4.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28572.0,4621.0,982.0,0.0,0.0,-9.527782,-5.1534104
stencil.__PARA__L0-4.__PARA__L1-4.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28572.0,4621.0,982.0,0.0,0.0,-9.55404,-5.17384
stencil.__PARA__L0-4.__PARA__L1-62.__PIPE__L0-NA.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,86169.0,299780.0,11958.0,2.0,0.0,8.105004,14.352076
stencil.__PARA__L0-4.__PARA__L1-62.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,2449.0,138269.0,421161.0,1.0,0.0,0.9506577,7.793631
stencil.__PARA__L0-4.__PARA__L1-62.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,86169.0,299780.0,11958.0,2.0,0.0,8.133663,14.351135
stencil.__PARA__L0-4.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,86169.0,299780.0,11958.0,2.0,0.0,8.1124,14.323309
stencil.__PARA__L0-4.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,2449.0,138269.0,421161.0,1.0,0.0,0.91999,7.8129144
stencil.__PARA__L0-4.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-8.__TILE__L1-1,hlsyn,12172.0,311405.0,328008.0,1.0,0.0,0.6137738,7.325038
stencil.__PARA__L0-4.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,86169.0,299780.0,11958.0,2.0,0.0,8.1585455,14.32832
stencil.__PARA__L0-4.__PARA__L1-8.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28564.0,4950.0,1276.0,0.0,0.0,-9.130665,-4.770372
stencil.__PARA__L0-4.__PARA__L1-8.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28564.0,4950.0,1276.0,0.0,0.0,-9.146961,-4.780386
stencil.__PARA__L0-6.__PARA__L1-1.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,28396.0,1283.0,0.0,0.0,0.0,-11.508854,-7.1509085
stencil.__PARA__L0-6.__PARA__L1-1.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28396.0,2192.0,0.0,0.0,0.0,-11.185012,-6.470316
stencil.__PARA__L0-6.__PARA__L1-1.__PIPE__L0-off.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,28396.0,1283.0,0.0,0.0,0.0,-11.571503,-7.136293
stencil.__PARA__L0-6.__PARA__L1-2.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28396.0,2159.0,0.0,0.0,0.0,-11.263707,-6.5635715
stencil.__PARA__L0-6.__PARA__L1-31.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28396.0,10438.0,2788.0,0.0,0.0,-7.760948,-3.9170642
stencil.__PARA__L0-6.__PARA__L1-4.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28396.0,2969.0,289.0,0.0,0.0,-10.964053,-6.184261
stencil.__PARA__L0-6.__PARA__L1-62.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,2347.0,140384.0,248680.0,1.0,0.0,0.11767953,6.351391
stencil.__PARA__L0-6.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,2347.0,140384.0,248680.0,1.0,0.0,0.18218474,6.3585753
stencil.__PARA__L0-6.__PARA__L1-62.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-8.__TILE__L1-1,hlsyn,14013.0,549437.0,462182.0,1.0,0.0,1.2467645,8.309726
stencil.__PARA__L0-6.__PARA__L1-8.__PIPE__L0-off.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-1.__TILE__L1-1,hlsyn,28396.0,3189.0,357.0,0.0,0.0,-10.827401,-5.996841
stencil.__PARA__L0-7.__PARA__L1-16.__PIPE__L0-NA.__PIPE__L1-flatten.__PIPE__L2-off.__TILE__L0-8.__TILE__L1-1,hlsyn,32440.0,12119.0,11610.0,1.0,8.0,-5.0981703,-1.5977418
stencil.__PARA__L0-7.__PARA__L1-31.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-2,hlsyn,52383.0,1406.0,0.0,0.0,0.0,-11.313065,-7.61744
stencil.__PARA__L0-8.__PARA__L1-16.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,355428.0,276451.0,12012.0,0.0,0.0,8.2760105,14.394401
stencil.__PARA__L0-8.__PARA__L1-31.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-2,hlsyn,225947.0,309626.0,12263.0,1.0,0.0,8.070689,14.298376
stencil.__PARA__L0-9.__PARA__L1-1.__PIPE__L0-NA.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-4.__TILE__L1-1,hlsyn,147931.0,217.0,0.0,1.0,0.0,-5.7370586,-9.7350235
stencil.__PARA__L0-9.__PARA__L1-16.__PIPE__L0-off.__PIPE__L1-NA.__PIPE__L2-flatten.__TILE__L0-2.__TILE__L1-1,hlsyn,97663.0,0.0,0.0,0.0,0.0,-7.3063135,-10.125304
stencil.__PARA__L0-9.__PARA__L1-31.__PIPE__L0-NA.__PIPE__L1-off.__PIPE__L2-flatten.__TILE__L0-1.__TILE__L1-2,hlsyn,53827.0,1408.0,0.0,0.0,0.0,-11.312836,-7.6207595
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-NA.__PIPE__L1-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,35179.0,44142.0,20300.0,2.0,60.0,-3.6110876,0.5802023
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-NA.__PIPE__L1-flatten.__TILE__L0-1.__TILE__L1-80,hlsyn,35179.0,44142.0,20300.0,2.0,60.0,-3.5990255,0.6382037
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-NA.__PIPE__L1-flatten.__TILE__L0-60.__TILE__L1-1,hlsyn,35179.0,44142.0,20300.0,2.0,60.0,-3.549765,0.6979157
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-1.__TILE__L1-1,hlsyn,35179.0,44142.0,20300.0,2.0,60.0,-3.5390096,0.6206695
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-flatten.__TILE__L0-1.__TILE__L1-80,hlsyn,35179.0,44142.0,20300.0,2.0,60.0,-3.6101804,0.6332605
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-1.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,2263519.0,0.0,0.0,5.0,0.0,9.3180065,-4.6024833
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-16.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,1121119.0,236.0,0.0,16.0,0.0,5.544546,-7.7622023
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-2.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,1418719.0,0.0,0.0,5.0,0.0,6.2300963,-7.1306815
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-32.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,1409539.0,6344.0,4627.0,5.0,36.0,6.343549,-6.9990916
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-4.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,1020319.0,131.0,0.0,5.0,0.0,5.522839,-7.664512
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-1.__PARA__L3-8.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,981919.0,170.0,0.0,8.0,0.0,5.3926306,-7.777107
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-16.__PARA__L3-8.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,1279519.0,2119.0,1005.0,5.0,4.0,5.8742647,-7.440913
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-2.__PARA__L3-8.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,837919.0,185.0,0.0,8.0,0.0,4.619073,-8.338364
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-32.__PARA__L3-8.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,3732319.0,10309.0,1218.0,7.0,0.0,11.335999,-1.0890332
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-4.__PARA__L3-8.__PIPE__L0-NA.__PIPE__L1-NA.__TILE__L0-60.__TILE__L1-1,hlsyn,684319.0,215.0,0.0,12.0,0.0,3.9929857,-9.590265
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-4.__PARA__L3-8.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-60.__TILE__L1-1,hlsyn,684319.0,215.0,0.0,12.0,0.0,4.0069513,-9.582804
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-4.__PARA__L3-8.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,765919.0,214.0,0.0,12.0,0.0,4.0268664,-9.256578
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-60.__PARA__L3-60.__PIPE__L0-NA.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-80,hlsyn,16099.0,43461.0,20811.0,2.0,60.0,-3.4166095,0.7629442
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-60.__PARA__L3-60.__PIPE__L0-NA.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-80,hlsyn,113959.0,31740.0,8641.0,5.0,25.0,-3.830542,-0.37119237
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-60.__PARA__L3-60.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-80,hlsyn,16099.0,43461.0,20811.0,2.0,60.0,-3.5048785,0.7060032
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-60.__PARA__L3-60.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-80,hlsyn,113959.0,31740.0,8641.0,5.0,25.0,-3.8277042,-0.41437334
symm-opt.__PARA__L0-1.__PARA__L1-1.__PARA__L2-8.__PARA__L3-8.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,823519.0,627.0,310.0,18.0,1.0,4.107844,-8.837596
symm-opt.__PARA__L0-1.__PARA__L1-10.__PARA__L2-4.__PARA__L3-8.__PIPE__L0-NA.__PIPE__L1-NA.__TILE__L0-60.__TILE__L1-1,hlsyn,689720.0,188.0,0.0,5.0,0.0,2.4113307,-8.844646
symm-opt.__PARA__L0-1.__PARA__L1-10.__PARA__L2-4.__PARA__L3-8.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-60.__TILE__L1-1,hlsyn,689720.0,188.0,0.0,5.0,0.0,2.587101,-8.85892
symm-opt.__PARA__L0-1.__PARA__L1-16.__PARA__L2-4.__PARA__L3-8.__PIPE__L0-NA.__PIPE__L1-NA.__TILE__L0-60.__TILE__L1-1,hlsyn,684319.0,221.0,0.0,12.0,0.0,3.989323,-9.615443
symm-opt.__PARA__L0-1.__PARA__L1-16.__PARA__L2-4.__PARA__L3-8.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-1.__TILE__L1-1,hlsyn,684319.0,221.0,0.0,12.0,0.0,3.9864964,-9.592964
symm-opt.__PARA__L0-1.__PARA__L1-16.__PARA__L2-4.__PARA__L3-8.__PIPE__L0-off.__PIPE__L1-NA.__TILE__L0-60.__TILE__L1-1,hlsyn,684319.0,221.0,0.0,12.0,0.0,4.0112224,-9.6062765
symm-opt.__PARA__L0-1.__PARA__L1-16.__PARA__L2-4.__PARA__L3-8.__PIPE__L0-off.__PIPE__L1-off.__TILE__L0-1.__TILE__L1-1,hlsyn,684319.0,221.0,0.0,12.0,0.0,3.964908,-9.647743
